model,scenario,variant,variable,grid_type,version,n_files,filenames
HadGEM3-GC31-LL,ssp126,r1i1p1f3,prsn,gn,v20200114,2.0,"['prsn_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20150101-20491230.nc', 'prsn_day_HadGEM3-GC31-LL_ssp126_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp126,r1i1p1f3,snd,,,,
HadGEM3-GC31-LL,ssp126,r1i1p1f3,snw,,,,
HadGEM3-GC31-LL,ssp245,r1i1p1f3,tas,gn,v20190908,2.0,"['tas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'tas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,pr,gn,v20190908,2.0,"['pr_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'pr_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,psl,gn,v20190908,2.0,"['psl_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'psl_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,uas,gn,v20190908,2.0,"['uas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'uas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,vas,gn,v20190908,2.0,"['vas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'vas_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-LL,ssp245,r1i1p1f3,mrro,gn,v20190908,2.0,"['mrro_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'mrro_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,mrsos,gn,v20190908,2.0,"['mrsos_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'mrsos_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,prsn,gn,v20190908,2.0,"['prsn_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'prsn_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp245,r1i1p1f3,snd,,,,
HadGEM3-GC31-LL,ssp245,r1i1p1f3,snw,gn,v20190908,2.0,"['snw_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20150101-20491230.nc', 'snw_day_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,tas,gn,v20200114,2.0,"['tas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'tas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,pr,gn,v20200114,2.0,"['pr_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'pr_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,psl,gn,v20200114,2.0,"['psl_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'psl_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,uas,gn,v20200114,2.0,"['uas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'uas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,vas,gn,v20200114,2.0,"['vas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'vas_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-LL,ssp585,r1i1p1f3,mrro,,,,
HadGEM3-GC31-LL,ssp585,r1i1p1f3,mrsos,,,,
HadGEM3-GC31-LL,ssp585,r1i1p1f3,prsn,gn,v20200114,2.0,"['prsn_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20150101-20491230.nc', 'prsn_day_HadGEM3-GC31-LL_ssp585_r1i1p1f3_gn_20500101-21001230.nc']"
HadGEM3-GC31-LL,ssp585,r1i1p1f3,snd,,,,
HadGEM3-GC31-LL,ssp585,r1i1p1f3,snw,,,,
HadGEM3-GC31-MM,ssp126,r1i1p1f3,tas,gn,v20200515,18.0,"['tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'tas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,pr,gn,v20200515,18.0,"['pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'pr_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,psl,gn,v20200515,18.0,"['psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'psl_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,uas,gn,v20200515,18.0,"['uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'uas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,vas,gn,v20200515,18.0,"['vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'vas_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-MM,ssp126,r1i1p1f3,mrro,,,,
HadGEM3-GC31-MM,ssp126,r1i1p1f3,mrsos,,,,
HadGEM3-GC31-MM,ssp126,r1i1p1f3,prsn,gn,v20200515,18.0,"['prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20150101-20191230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20200101-20241230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20250101-20291230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20300101-20341230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20350101-20391230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20400101-20441230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20450101-20491230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20500101-20541230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20550101-20591230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20600101-20641230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20650101-20691230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20700101-20741230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20750101-20791230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20800101-20841230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20850101-20891230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20900101-20941230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_20950101-20991230.nc', 'prsn_day_HadGEM3-GC31-MM_ssp126_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp126,r1i1p1f3,snd,,,,
HadGEM3-GC31-MM,ssp126,r1i1p1f3,snw,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,tas,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,pr,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,psl,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,uas,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,vas,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,mrro,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,mrsos,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,prsn,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,snd,,,,
HadGEM3-GC31-MM,ssp245,r1i1p1f3,snw,,,,
HadGEM3-GC31-MM,ssp585,r1i1p1f3,tas,gn,v20200515,18.0,"['tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20150101-20191230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20200101-20241230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20250101-20291230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20300101-20341230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20350101-20391230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20400101-20441230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20450101-20491230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20500101-20541230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20550101-20591230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20600101-20641230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20650101-20691230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20700101-20741230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20750101-20791230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20800101-20841230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20850101-20891230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20900101-20941230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20950101-20991230.nc', 'tas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp585,r1i1p1f3,pr,gn,v20200515,18.0,"['pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20150101-20191230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20200101-20241230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20250101-20291230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20300101-20341230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20350101-20391230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20400101-20441230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20450101-20491230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20500101-20541230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20550101-20591230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20600101-20641230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20650101-20691230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20700101-20741230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20750101-20791230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20800101-20841230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20850101-20891230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20900101-20941230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20950101-20991230.nc', 'pr_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp585,r1i1p1f3,psl,gn,v20200515,18.0,"['psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20150101-20191230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20200101-20241230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20250101-20291230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20300101-20341230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20350101-20391230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20400101-20441230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20450101-20491230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20500101-20541230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20550101-20591230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20600101-20641230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20650101-20691230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20700101-20741230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20750101-20791230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20800101-20841230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20850101-20891230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20900101-20941230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20950101-20991230.nc', 'psl_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp585,r1i1p1f3,uas,gn,v20200515,18.0,"['uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20150101-20191230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20200101-20241230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20250101-20291230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20300101-20341230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20350101-20391230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20400101-20441230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20450101-20491230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20500101-20541230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20550101-20591230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20600101-20641230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20650101-20691230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20700101-20741230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20750101-20791230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20800101-20841230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20850101-20891230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20900101-20941230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20950101-20991230.nc', 'uas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp585,r1i1p1f3,vas,gn,v20200515,18.0,"['vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20150101-20191230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20200101-20241230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20250101-20291230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20300101-20341230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20350101-20391230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20400101-20441230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20450101-20491230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20500101-20541230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20550101-20591230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20600101-20641230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20650101-20691230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20700101-20741230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20750101-20791230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20800101-20841230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20850101-20891230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20900101-20941230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_20950101-20991230.nc', 'vas_day_HadGEM3-GC31-MM_ssp585_r1i1p1f3_gn_21000101-21001230.nc']"
HadGEM3-GC31-MM,ssp585,r1i1p1f3,evspsbl,,,,
HadGEM3-GC31-MM,ssp585,r1i1p1f3,mrro,,,,
HadGEM3-GC31-MM,ssp585,r1i1p1f3,mrsos,,,,
