model,scenario,variant,frequency,variable,grid_type,version,filename,start_year,start_month,start_day,end_year,end_month,end_day
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_18500101-18591231.nc,1850,1,1,1859,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_18600101-18691231.nc,1860,1,1,1869,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_18700101-18791231.nc,1870,1,1,1879,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_18800101-18891231.nc,1880,1,1,1889,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_18900101-18991231.nc,1890,1,1,1899,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19000101-19091231.nc,1900,1,1,1909,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19100101-19191231.nc,1910,1,1,1919,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19200101-19291231.nc,1920,1,1,1929,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19300101-19391231.nc,1930,1,1,1939,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19400101-19491231.nc,1940,1,1,1949,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19500101-19591231.nc,1950,1,1,1959,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19600101-19691231.nc,1960,1,1,1969,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19700101-19791231.nc,1970,1,1,1979,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19800101-19891231.nc,1980,1,1,1989,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_19900101-19991231.nc,1990,1,1,1999,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_20000101-20091231.nc,2000,1,1,2009,12,31
CESM2,historical,r11i1p1f1,day,tas,gn,v20190514,tas_day_CESM2_historical_r11i1p1f1_gn_20100101-20150101.nc,2010,1,1,2015,1,1
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20150101-20241231.nc,2015,1,1,2024,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20250101-20341231.nc,2025,1,1,2034,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20350101-20441231.nc,2035,1,1,2044,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20450101-20541231.nc,2045,1,1,2054,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20550101-20641231.nc,2055,1,1,2064,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20650101-20741231.nc,2065,1,1,2074,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20750101-20841231.nc,2075,1,1,2084,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20850101-20941231.nc,2085,1,1,2094,12,31
CESM2,ssp126,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp126_r11i1p1f1_gn_20950101-21010101.nc,2095,1,1,2101,1,1
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20150101-20241231.nc,2015,1,1,2024,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20250101-20341231.nc,2025,1,1,2034,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20350101-20441231.nc,2035,1,1,2044,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20450101-20541231.nc,2045,1,1,2054,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20550101-20641231.nc,2055,1,1,2064,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20650101-20741231.nc,2065,1,1,2074,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20750101-20841231.nc,2075,1,1,2084,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20850101-20941231.nc,2085,1,1,2094,12,31
CESM2,ssp245,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp245_r11i1p1f1_gn_20950101-21010101.nc,2095,1,1,2101,1,1
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20150101-20241231.nc,2015,1,1,2024,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20250101-20341231.nc,2025,1,1,2034,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20350101-20441231.nc,2035,1,1,2044,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20450101-20541231.nc,2045,1,1,2054,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20550101-20641231.nc,2055,1,1,2064,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20650101-20741231.nc,2065,1,1,2074,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20750101-20841231.nc,2075,1,1,2084,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20850101-20941231.nc,2085,1,1,2094,12,31
CESM2,ssp370,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp370_r11i1p1f1_gn_20950101-21010101.nc,2095,1,1,2101,1,1
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20150101-20241231.nc,2015,1,1,2024,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20250101-20341231.nc,2025,1,1,2034,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20350101-20441231.nc,2035,1,1,2044,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20450101-20541231.nc,2045,1,1,2054,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20550101-20641231.nc,2055,1,1,2064,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20650101-20741231.nc,2065,1,1,2074,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20750101-20841231.nc,2075,1,1,2084,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20850101-20941231.nc,2085,1,1,2094,12,31
CESM2,ssp585,r11i1p1f1,day,tas,gn,v20200528,tas_day_CESM2_ssp585_r11i1p1f1_gn_20950101-21010101.nc,2095,1,1,2101,1,1
CNRM-CM6-1-HR,historical,r1i1p1f2,day,tas,gr,v20191021,tas_day_CNRM-CM6-1-HR_historical_r1i1p1f2_gr_18500101-18991231.nc,1850,1,1,1899,12,31
CNRM-CM6-1-HR,historical,r1i1p1f2,day,tas,gr,v20191021,tas_day_CNRM-CM6-1-HR_historical_r1i1p1f2_gr_19000101-19491231.nc,1900,1,1,1949,12,31
CNRM-CM6-1-HR,historical,r1i1p1f2,day,tas,gr,v20191021,tas_day_CNRM-CM6-1-HR_historical_r1i1p1f2_gr_19500101-19991231.nc,1950,1,1,1999,12,31
CNRM-CM6-1-HR,historical,r1i1p1f2,day,tas,gr,v20191021,tas_day_CNRM-CM6-1-HR_historical_r1i1p1f2_gr_20000101-20141231.nc,2000,1,1,2014,12,31
CNRM-CM6-1-HR,ssp126,r1i1p1f2,day,tas,gr,v20200127,tas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20150101-20641231.nc,2015,1,1,2064,12,31
CNRM-CM6-1-HR,ssp126,r1i1p1f2,day,tas,gr,v20200127,tas_day_CNRM-CM6-1-HR_ssp126_r1i1p1f2_gr_20650101-21001231.nc,2065,1,1,2100,12,31
CNRM-CM6-1-HR,ssp245,r1i1p1f2,day,tas,gr,v20191202,tas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20150101-20641231.nc,2015,1,1,2064,12,31
CNRM-CM6-1-HR,ssp245,r1i1p1f2,day,tas,gr,v20191202,tas_day_CNRM-CM6-1-HR_ssp245_r1i1p1f2_gr_20650101-21001231.nc,2065,1,1,2100,12,31
CNRM-CM6-1-HR,ssp370,r1i1p1f2,day,tas,gr,v20200127,tas_day_CNRM-CM6-1-HR_ssp370_r1i1p1f2_gr_20150101-20641231.nc,2015,1,1,2064,12,31
CNRM-CM6-1-HR,ssp370,r1i1p1f2,day,tas,gr,v20200127,tas_day_CNRM-CM6-1-HR_ssp370_r1i1p1f2_gr_20650101-21001231.nc,2065,1,1,2100,12,31
CNRM-CM6-1-HR,ssp585,r1i1p1f2,day,tas,gr,v20191202,tas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20150101-20641231.nc,2015,1,1,2064,12,31
CNRM-CM6-1-HR,ssp585,r1i1p1f2,day,tas,gr,v20191202,tas_day_CNRM-CM6-1-HR_ssp585_r1i1p1f2_gr_20650101-21001231.nc,2065,1,1,2100,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18500101-18501231.nc,1850,1,1,1850,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18510101-18511231.nc,1851,1,1,1851,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18520101-18521231.nc,1852,1,1,1852,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18530101-18531231.nc,1853,1,1,1853,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18540101-18541231.nc,1854,1,1,1854,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18550101-18551231.nc,1855,1,1,1855,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18560101-18561231.nc,1856,1,1,1856,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18570101-18571231.nc,1857,1,1,1857,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18580101-18581231.nc,1858,1,1,1858,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18590101-18591231.nc,1859,1,1,1859,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18600101-18601231.nc,1860,1,1,1860,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18610101-18611231.nc,1861,1,1,1861,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18620101-18621231.nc,1862,1,1,1862,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18630101-18631231.nc,1863,1,1,1863,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18640101-18641231.nc,1864,1,1,1864,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18650101-18651231.nc,1865,1,1,1865,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18660101-18661231.nc,1866,1,1,1866,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18670101-18671231.nc,1867,1,1,1867,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18680101-18681231.nc,1868,1,1,1868,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18690101-18691231.nc,1869,1,1,1869,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18700101-18701231.nc,1870,1,1,1870,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18710101-18711231.nc,1871,1,1,1871,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18720101-18721231.nc,1872,1,1,1872,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18730101-18731231.nc,1873,1,1,1873,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18740101-18741231.nc,1874,1,1,1874,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18750101-18751231.nc,1875,1,1,1875,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18760101-18761231.nc,1876,1,1,1876,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18770101-18771231.nc,1877,1,1,1877,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18780101-18781231.nc,1878,1,1,1878,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18790101-18791231.nc,1879,1,1,1879,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18800101-18801231.nc,1880,1,1,1880,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18810101-18811231.nc,1881,1,1,1881,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18820101-18821231.nc,1882,1,1,1882,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18830101-18831231.nc,1883,1,1,1883,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18840101-18841231.nc,1884,1,1,1884,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18850101-18851231.nc,1885,1,1,1885,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18860101-18861231.nc,1886,1,1,1886,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18870101-18871231.nc,1887,1,1,1887,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18880101-18881231.nc,1888,1,1,1888,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18890101-18891231.nc,1889,1,1,1889,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18900101-18901231.nc,1890,1,1,1890,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18910101-18911231.nc,1891,1,1,1891,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18920101-18921231.nc,1892,1,1,1892,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18930101-18931231.nc,1893,1,1,1893,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18940101-18941231.nc,1894,1,1,1894,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18950101-18951231.nc,1895,1,1,1895,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18960101-18961231.nc,1896,1,1,1896,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18970101-18971231.nc,1897,1,1,1897,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18980101-18981231.nc,1898,1,1,1898,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_18990101-18991231.nc,1899,1,1,1899,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19000101-19001231.nc,1900,1,1,1900,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19010101-19011231.nc,1901,1,1,1901,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19020101-19021231.nc,1902,1,1,1902,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19030101-19031231.nc,1903,1,1,1903,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19040101-19041231.nc,1904,1,1,1904,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19050101-19051231.nc,1905,1,1,1905,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19060101-19061231.nc,1906,1,1,1906,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19070101-19071231.nc,1907,1,1,1907,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19080101-19081231.nc,1908,1,1,1908,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19090101-19091231.nc,1909,1,1,1909,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19100101-19101231.nc,1910,1,1,1910,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19110101-19111231.nc,1911,1,1,1911,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19120101-19121231.nc,1912,1,1,1912,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19130101-19131231.nc,1913,1,1,1913,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19140101-19141231.nc,1914,1,1,1914,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19150101-19151231.nc,1915,1,1,1915,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19160101-19161231.nc,1916,1,1,1916,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19170101-19171231.nc,1917,1,1,1917,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19180101-19181231.nc,1918,1,1,1918,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19190101-19191231.nc,1919,1,1,1919,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19200101-19201231.nc,1920,1,1,1920,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19210101-19211231.nc,1921,1,1,1921,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19220101-19221231.nc,1922,1,1,1922,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19230101-19231231.nc,1923,1,1,1923,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19240101-19241231.nc,1924,1,1,1924,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19250101-19251231.nc,1925,1,1,1925,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19260101-19261231.nc,1926,1,1,1926,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19270101-19271231.nc,1927,1,1,1927,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19280101-19281231.nc,1928,1,1,1928,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19290101-19291231.nc,1929,1,1,1929,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19300101-19301231.nc,1930,1,1,1930,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19310101-19311231.nc,1931,1,1,1931,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19320101-19321231.nc,1932,1,1,1932,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19330101-19331231.nc,1933,1,1,1933,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19340101-19341231.nc,1934,1,1,1934,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19350101-19351231.nc,1935,1,1,1935,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19360101-19361231.nc,1936,1,1,1936,12,31
EC-Earth3-Veg,historical,r1i1p1f1,day,tas,gr,v20211207,tas_day_EC-Earth3-Veg_historical_r1i1p1f1_gr_19370101-19371231.nc,1937,1,1,1937,12,31
