model,scenario,variant,table_id,variable,grid_type,version,n_files,filenames
E3SM-2-0,historical,r3i1p1f1,Amon,tas,gr,v20220831,4.0,"['tas_Amon_E3SM-2-0_historical_r3i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r3i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r3i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r3i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r4i1p1f1,Amon,tas,gr,v20220901,4.0,"['tas_Amon_E3SM-2-0_historical_r4i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r4i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r4i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r4i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r5i1p1f1,Amon,tas,gr,v20220902,4.0,"['tas_Amon_E3SM-2-0_historical_r5i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r5i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r5i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r5i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r6i1p1f1,Amon,tas,gr,v20230803,4.0,"['tas_Amon_E3SM-2-0_historical_r6i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r6i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r6i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r6i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r7i1p1f1,Amon,tas,gr,v20230809,4.0,"['tas_Amon_E3SM-2-0_historical_r7i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r7i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r7i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r7i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r8i1p1f1,Amon,tas,gr,v20230816,4.0,"['tas_Amon_E3SM-2-0_historical_r8i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r8i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r8i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r8i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r9i1p1f1,Amon,tas,gr,v20230822,4.0,"['tas_Amon_E3SM-2-0_historical_r9i1p1f1_gr_185001-189912.nc', 'tas_Amon_E3SM-2-0_historical_r9i1p1f1_gr_190001-194912.nc', 'tas_Amon_E3SM-2-0_historical_r9i1p1f1_gr_195001-199912.nc', 'tas_Amon_E3SM-2-0_historical_r9i1p1f1_gr_200001-201412.nc']"
E3SM-2-0,historical,r10i1p1f1,day,tas,gr,v20230809,17.0,"['tas_day_E3SM-2-0_historical_r10i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r10i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r11i1p1f1,day,tas,gr,v20230815,17.0,"['tas_day_E3SM-2-0_historical_r11i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r11i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r12i1p1f1,day,tas,gr,v20230821,17.0,"['tas_day_E3SM-2-0_historical_r12i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r12i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r13i1p1f1,day,tas,gr,v20230830,17.0,"['tas_day_E3SM-2-0_historical_r13i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r13i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r14i1p1f1,day,tas,gr,v20230809,17.0,"['tas_day_E3SM-2-0_historical_r14i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r14i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r15i1p1f1,day,tas,gr,v20230815,17.0,"['tas_day_E3SM-2-0_historical_r15i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r15i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r16i1p1f1,day,tas,gr,v20230821,17.0,"['tas_day_E3SM-2-0_historical_r16i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r16i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r17i1p1f1,day,tas,gr,v20230830,17.0,"['tas_day_E3SM-2-0_historical_r17i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r17i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r18i1p1f1,day,tas,gr,v20230809,17.0,"['tas_day_E3SM-2-0_historical_r18i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r18i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r19i1p1f1,day,tas,gr,v20230815,17.0,"['tas_day_E3SM-2-0_historical_r19i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r19i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r1i1p1f1,day,tas,gr,v20220923,17.0,"['tas_day_E3SM-2-0_historical_r1i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r1i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r20i1p1f1,day,tas,gr,v20230821,17.0,"['tas_day_E3SM-2-0_historical_r20i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r20i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r21i1p1f1,day,tas,gr,v20230830,17.0,"['tas_day_E3SM-2-0_historical_r21i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r21i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r2i1p1f1,day,tas,gr,v20220924,17.0,"['tas_day_E3SM-2-0_historical_r2i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r2i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r3i1p1f1,day,tas,gr,v20220924,17.0,"['tas_day_E3SM-2-0_historical_r3i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r3i1p1f1_gr_20100101-20141231.nc']"
E3SM-2-0,historical,r4i1p1f1,day,tas,gr,v20220924,17.0,"['tas_day_E3SM-2-0_historical_r4i1p1f1_gr_18500101-18591231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_18600101-18691231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_18700101-18791231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_18800101-18891231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_18900101-18991231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19000101-19091231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19100101-19191231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19200101-19291231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19300101-19391231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19400101-19491231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19500101-19591231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19600101-19691231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19700101-19791231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19800101-19891231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_19900101-19991231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_20000101-20091231.nc', 'tas_day_E3SM-2-0_historical_r4i1p1f1_gr_20100101-20141231.nc']"
